"국립공원","생물분류","종명","학명","분류명","경도","위도","조사일자","개체수"
"설악산","관속식물류","등칡","Aristolochia manshuriensis","등칡","128.4769","38.0569","2021-05-20","2"
"설악산","관속식물류","등칡","Aristolochia manshuriensis","등칡","128.4781","38.0656","2021-05-20","50"
"설악산","관속식물류","등칡","Aristolochia manshuriensis","등칡","128.4904","38.0721","2021-05-13","20"
"설악산","관속식물류","등칡","Aristolochia manshuriensis","등칡","128.4369","38.2139","2021-06-27","3"
"설악산","관속식물류","등칡","Aristolochia manshuriensis","등칡","128.3889","38.1","2021-06-29","1"
"설악산","관속식물류","등칡","Aristolochia manshuriensis","등칡","128.3619","38.1461","2021-07-05","100"
"설악산","관속식물류","등칡","Aristolochia manshuriensis","등칡","128.3728","38.1517","2021-07-05","30"
"설악산","관속식물류","등칡","Aristolochia manshuriensis","등칡","128.3639","38.1494","2021-07-05","20"
"설악산","관속식물류","등칡","Aristolochia manshuriensis","등칡","128.4764","38.2094","2021-06-01","7"
"설악산","관속식물류","등칡","Aristolochia manshuriensis","등칡","128.4192","38.08","2021-06-25","30"
"설악산","관속식물류","등칡","Aristolochia manshuriensis","등칡","128.3778","38.1564","2021-07-05","20"
"설악산","관속식물류","등칡","Aristolochia manshuriensis","등칡","128.3594","38.1472","2021-07-05","30"
"설악산","관속식물류","등칡","Aristolochia manshuriensis","등칡","128.4489","38.0856","2021-06-10","30"
"설악산","관속식물류","땃두릅나무","Oplopanax elatus","땃두릅나무","128.4633","38.1197","2021-07-13","15"
"설악산","관속식물류","땃두릅나무","Oplopanax elatus","땃두릅나무","128.4642","38.1194","2021-07-13","3"
"설악산","관속식물류","땃두릅나무","Oplopanax elatus","땃두릅나무","128.4578","38.1222","2021-07-13","10"
"설악산","관속식물류","땃두릅나무","Oplopanax elatus","땃두릅나무","128.3706","38.1275","2021-07-02","6"
"설악산","관속식물류","땃두릅나무","Oplopanax elatus","땃두릅나무","128.4581","38.1222","2021-07-13","2"
"설악산","관속식물류","땃두릅나무","Oplopanax elatus","땃두릅나무","128.4172","38.1881","2021-06-04","3"
"설악산","관속식물류","땃두릅나무","Oplopanax elatus","땃두릅나무","128.4589","38.1217","2021-07-13","2"
"설악산","관속식물류","만병초","Rhododendron brachycarpum","만병초","128.4175","38.1894","2021-06-04","25"
"설악산","관속식물류","만병초","Rhododendron brachycarpum","만병초","128.4225","38.1864","2021-06-04","9"
"설악산","관속식물류","만병초","Rhododendron brachycarpum","만병초","128.3975","38.1219","2021-07-02","5"
"설악산","관속식물류","만병초","Rhododendron brachycarpum","만병초","128.44","38.1142","2021-07-06","2"
"설악산","관속식물류","만병초","Rhododendron brachycarpum","만병초","128.4456","38.1164","2021-07-06","10"
"설악산","관속식물류","만병초","Rhododendron brachycarpum","만병초","128.4519","38.1111","2021-07-06","6"
"설악산","관속식물류","만병초","Rhododendron brachycarpum","만병초","128.4581","38.1222","2021-07-13","3"
"설악산","관속식물류","만병초","Rhododendron brachycarpum","만병초","128.4633","38.1197","2021-07-13","5"
"설악산","관속식물류","만병초","Rhododendron brachycarpum","만병초","128.4525","38.1094","2021-07-06","5"
"설악산","관속식물류","만병초","Rhododendron brachycarpum","만병초","128.4519","38.1058","2021-07-06","5"
"설악산","관속식물류","만병초","Rhododendron brachycarpum","만병초","128.4094","38.0861","2021-06-05","2"
"설악산","관속식물류","만병초","Rhododendron brachycarpum","만병초","128.4239","38.1797","2021-06-04","3"
"설악산","관속식물류","만병초","Rhododendron brachycarpum","만병초","128.4178","38.1903","2021-06-04","15"
"설악산","관속식물류","만병초","Rhododendron brachycarpum","만병초","128.4208","38.1867","2021-06-04","6"
"설악산","관속식물류","만병초","Rhododendron brachycarpum","만병초","128.3928","38.1239","2021-07-02","4"
"설악산","관속식물류","만병초","Rhododendron brachycarpum","만병초","128.4219","38.1867","2021-06-04","12"
"설악산","관속식물류","만병초","Rhododendron brachycarpum","만병초","128.3539","38.1353","2021-06-09","3"
"설악산","관속식물류","만병초","Rhododendron brachycarpum","만병초","128.3708","38.1275","2021-07-02","7"
"설악산","관속식물류","만병초","Rhododendron brachycarpum","만병초","128.3858","38.1236","2021-07-02","5"
"설악산","관속식물류","만병초","Rhododendron brachycarpum","만병초","128.4642","38.1194","2021-07-13","2"
"설악산","관속식물류","만병초","Rhododendron brachycarpum","만병초","128.4592","38.1217","2021-07-13","5"
"설악산","관속식물류","만병초","Rhododendron brachycarpum","만병초","128.4578","38.1222","2021-07-13","15"
"설악산","관속식물류","모데미풀","Megaleranthis saniculifolia","모데미풀","128.4092","38.0681","2021-06-05","100"
"설악산","관속식물류","모데미풀","Megaleranthis saniculifolia","모데미풀","128.4053","38.0669","2021-06-05","5"
"설악산","관속식물류","모데미풀","Megaleranthis saniculifolia","모데미풀","128.4081","38.0675","2021-06-05","30"
"설악산","관속식물류","바람꽃","Anemone narcissiflora","바람꽃","128.4864","38.1567","2021-06-24","30"
"설악산","관속식물류","바람꽃","Anemone narcissiflora","바람꽃","128.4644","38.1194","2021-07-13","500"
"설악산","관속식물류","바람꽃","Anemone narcissiflora","바람꽃","128.3925","38.1236","2021-07-02","1"
"설악산","관속식물류","바람꽃","Anemone narcissiflora","바람꽃","128.3858","38.1236","2021-07-02","10"
"설악산","관속식물류","바람꽃","Anemone narcissiflora","바람꽃","128.3858","38.1236","2021-07-02","10"
"설악산","관속식물류","바람꽃","Anemone narcissiflora","바람꽃","128.4878","38.1556","2021-06-24","100"
"설악산","관속식물류","바람꽃","Anemone narcissiflora","바람꽃","128.4636","38.1197","2021-07-13","5"
"설악산","관속식물류","바람꽃","Anemone narcissiflora","바람꽃","128.4639","38.1194","2021-07-13","100"
"설악산","관속식물류","바람꽃","Anemone narcissiflora","바람꽃","128.4864","38.1567","2021-06-24","100"
"설악산","관속식물류","바람꽃","Anemone narcissiflora","바람꽃","128.4875","38.165","2021-06-24","7"
"설악산","관속식물류","바람꽃","Anemone narcissiflora","바람꽃","128.465","38.1192","2021-07-13","500"
"설악산","관속식물류","바람꽃","Anemone narcissiflora","바람꽃","128.3892","38.1233","2021-07-02","10"
"설악산","관속식물류","바람꽃","Anemone narcissiflora","바람꽃","128.4092","38.0836","2021-06-05","30"
"설악산","관속식물류","바람꽃","Anemone narcissiflora","바람꽃","128.3717","38.1267","2021-07-02","200"
"설악산","관속식물류","바람꽃","Anemone narcissiflora","바람꽃","128.4175","38.0836","2021-06-25","60"
"설악산","관속식물류","백작약","Paeonia japonica","백작약","128.4522","38.1131","2021-07-06","6"
"설악산","관속식물류","백작약","Paeonia japonica","백작약","128.4369","38.2136","2021-06-27","1"
"설악산","관속식물류","백작약","Paeonia japonica","백작약","128.4219","38.1803","2021-06-04","2"
"설악산","관속식물류","백작약","Paeonia japonica","백작약","128.4522","38.1022","2021-07-06","2"
"설악산","관속식물류","백작약","Paeonia japonica","백작약","128.4078","38.0656","2021-06-05","1"
"설악산","관속식물류","백작약","Paeonia japonica","백작약","128.4067","38.0669","2021-06-05","1"
"설악산","관속식물류","백작약","Paeonia japonica","백작약","128.4483","38.0856","2021-06-10","7"
"설악산","관속식물류","백작약","Paeonia japonica","백작약","128.4483","38.0853","2021-06-10","33"
"설악산","관속식물류","산마늘","Allium microdictyon","산마늘","128.4108","38.0697","2021-06-05","2"
"설악산","관속식물류","산솜다리","Leontopodium leiolepis","산솜다리","128.4883","38.1539","2021-06-24","30"
"설악산","관속식물류","산솜다리","Leontopodium leiolepis","산솜다리","128.4867","38.1567","2021-06-24","5"
"설악산","관속식물류","산솜다리","Leontopodium leiolepis","산솜다리","128.4181","38.0842","2021-06-25","200"
"설악산","관속식물류","산솜다리","Leontopodium leiolepis","산솜다리","128.4175","38.0839","2021-06-25","2"
"설악산","관속식물류","산솜다리","Leontopodium leiolepis","산솜다리","128.4189","38.0842","2021-06-25","100"
"설악산","관속식물류","산솜다리","Leontopodium leiolepis","산솜다리","128.4842","38.1625","2021-06-24","30"
"설악산","관속식물류","산솜다리","Leontopodium leiolepis","산솜다리","128.4844","38.1628","2021-06-24","10"
"설악산","관속식물류","산솜다리","Leontopodium leiolepis","산솜다리","128.485","38.1611","2021-06-24","20"
"설악산","관속식물류","산솜다리","Leontopodium leiolepis","산솜다리","128.485","38.1611","2021-06-24","20"
"설악산","관속식물류","산솜다리","Leontopodium leiolepis","산솜다리","128.3825","38.1233","2021-07-02","1"
"설악산","관속식물류","세잎승마","Cimicifuga heracleifolia var.bifida","세잎승마","128.4892","38.1914","2021-06-01","20"
"설악산","관속식물류","세잎승마","Cimicifuga heracleifolia var.bifida","세잎승마","128.3644","38.1497","2021-07-05","1"
"설악산","관속식물류","세잎승마","Cimicifuga heracleifolia var.bifida","세잎승마","128.3619","38.1458","2021-07-05","12"
"설악산","관속식물류","솔나리","Lilium cernuum","솔나리","128.4878","38.1556","2021-06-24","3"
"설악산","관속식물류","솔나리","Lilium cernuum","솔나리","128.4878","38.1556","2021-06-24","2"
"설악산","관속식물류","솔나리","Lilium cernuum","솔나리","128.3528","38.1353","2021-06-09","4"
"설악산","관속식물류","솔나리","Lilium cernuum","솔나리","128.4067","38.0981","2021-06-17","11"
"설악산","관속식물류","솔나리","Lilium cernuum","솔나리","128.4172","38.0836","2021-06-25","2"
"설악산","관속식물류","솔나리","Lilium cernuum","솔나리","128.4117","38.1033","2021-07-14","2"
"설악산","관속식물류","솔나리","Lilium cernuum","솔나리","128.4058","38.0978","2021-06-17","6"
"설악산","관속식물류","솔나리","Lilium cernuum","솔나리","128.3825","38.1233","2021-07-02","2"
"설악산","관속식물류","여우꼬리풀","Aletris glabra","여우꼬리풀","128.4864","38.1567","2021-06-24","2"
"설악산","관속식물류","여우꼬리풀","Aletris glabra","여우꼬리풀","128.4864","38.1569","2021-06-24","17"
"설악산","관속식물류","여우꼬리풀","Aletris glabra","여우꼬리풀","128.4864","38.1567","2021-06-24","15"
"설악산","관속식물류","연영초","Trillium camschatcense","연영초","128.4619","38.1142","2021-07-12","1"
"설악산","관속식물류","연영초","Trillium camschatcense","연영초","128.4581","38.1222","2021-07-13","3"
"설악산","관속식물류","연영초","Trillium camschatcense","연영초","128.3903","38.0981","2021-05-17","2"
"설악산","관속식물류","연영초","Trillium camschatcense","연영초","128.3461","38.1372","2021-06-09","2"
"설악산","관속식물류","연영초","Trillium camschatcense","연영초","128.4519","38.1111","2021-07-06","5"
"설악산","관속식물류","연영초","Trillium camschatcense","연영초","128.4272","38.0464","2021-05-26","3"
"설악산","관속식물류","연영초","Trillium camschatcense","연영초","128.4283","38.0503","2021-05-26","3"
"설악산","관속식물류","연영초","Trillium camschatcense","연영초","128.4519","38.1106","2021-07-06","4"
"설악산","관속식물류","연영초","Trillium camschatcense","연영초","128.4578","38.1222","2021-07-13","3"
"설악산","관속식물류","연영초","Trillium camschatcense","연영초","128.4589","38.1217","2021-07-13","2"
"설악산","관속식물류","연영초","Trillium camschatcense","연영초","128.4078","38.0658","2021-06-05","4"
"설악산","관속식물류","연영초","Trillium camschatcense","연영초","128.4064","38.0667","2021-06-05","4"
"설악산","관속식물류","연영초","Trillium camschatcense","연영초","128.4097","38.0694","2021-06-05","1"
"설악산","관속식물류","연영초","Trillium camschatcense","연영초","128.4094","38.0681","2021-06-05","2"
"설악산","관속식물류","연영초","Trillium camschatcense","연영초","128.4097","38.0878","2021-06-05","5"
"설악산","관속식물류","연영초","Trillium camschatcense","연영초","128.4536","38.1178","2021-07-12","1"
"설악산","관속식물류","연영초","Trillium camschatcense","연영초","128.4511","38.1144","2021-07-06","1"
"설악산","관속식물류","연영초","Trillium camschatcense","연영초","128.4286","38.0503","2021-05-26","220"
"설악산","관속식물류","연영초","Trillium camschatcense","연영초","128.3931","38.1014","2021-05-17","1"
"설악산","관속식물류","연영초","Trillium camschatcense","연영초","128.4283","38.0414","2021-05-26","5"
"설악산","관속식물류","연영초","Trillium camschatcense","연영초","128.4089","38.0647","2021-06-05","1"
"설악산","관속식물류","연영초","Trillium camschatcense","연영초","128.3706","38.1275","2021-07-02","3"
"설악산","관속식물류","연영초","Trillium camschatcense","연영초","128.4639","38.1169","2021-07-12","2"
"설악산","관속식물류","연영초","Trillium camschatcense","연영초","128.4456","38.1161","2021-07-06","1"
"설악산","관속식물류","연영초","Trillium camschatcense","연영초","128.4903","38.0721","2021-05-13","5"
"설악산","관속식물류","자주솜대","Maianthemum bicolor","자주솜대","128.4633","38.1197","2021-07-13","500"
"설악산","관속식물류","자주솜대","Maianthemum bicolor","자주솜대","128.4611","38.1133","2021-07-12","200"
"설악산","관속식물류","자주솜대","Maianthemum bicolor","자주솜대","128.3922","38.1239","2021-07-02","25"
"설악산","관속식물류","자주솜대","Maianthemum bicolor","자주솜대","128.3875","38.1233","2021-07-02","500"
"설악산","관속식물류","자주솜대","Maianthemum bicolor","자주솜대","128.4581","38.1222","2021-07-13","1000"
"설악산","관속식물류","자주솜대","Maianthemum bicolor","자주솜대","128.4178","38.1869","2021-06-04","10000"
"설악산","관속식물류","자주솜대","Maianthemum bicolor","자주솜대","128.4197","38.1867","2021-06-04","400"
"설악산","관속식물류","자주솜대","Maianthemum bicolor","자주솜대","128.4525","38.1267","2021-07-13","10"
"설악산","관속식물류","자주솜대","Maianthemum bicolor","자주솜대","128.4528","38.1169","2021-07-12","1000"
"설악산","관속식물류","자주솜대","Maianthemum bicolor","자주솜대","128.4622","38.1147","2021-07-12","50"
"설악산","관속식물류","자주솜대","Maianthemum bicolor","자주솜대","128.4519","38.1133","2021-07-06","40"
"설악산","관속식물류","자주솜대","Maianthemum bicolor","자주솜대","128.4631","38.1161","2021-07-12","200"
"설악산","관속식물류","자주솜대","Maianthemum bicolor","자주솜대","128.4619","38.1139","2021-07-12","200"
"설악산","관속식물류","자주솜대","Maianthemum bicolor","자주솜대","128.4456","38.1164","2021-07-06","3000"
"설악산","관속식물류","자주솜대","Maianthemum bicolor","자주솜대","128.4433","38.1153","2021-07-06","500"
"설악산","관속식물류","자주솜대","Maianthemum bicolor","자주솜대","128.4078","38.1131","2021-07-14","10"
"설악산","관속식물류","자주솜대","Maianthemum bicolor","자주솜대","128.4269","38.0494","2021-05-26","1000"
"설악산","관속식물류","자주솜대","Maianthemum bicolor","자주솜대","128.4517","38.1044","2021-07-06","100"
"설악산","관속식물류","자주솜대","Maianthemum bicolor","자주솜대","128.4514","38.1069","2021-07-06","500"
"설악산","관속식물류","자주솜대","Maianthemum bicolor","자주솜대","128.4614","38.1136","2021-07-12","300"
"설악산","관속식물류","자주솜대","Maianthemum bicolor","자주솜대","128.4203","38.1867","2021-06-04","300"
"설악산","관속식물류","자주솜대","Maianthemum bicolor","자주솜대","128.4367","38.1928","2021-06-04","100"
"설악산","관속식물류","자주솜대","Maianthemum bicolor","자주솜대","128.3536","38.1353","2021-06-09","50"
"설악산","관속식물류","자주솜대","Maianthemum bicolor","자주솜대","128.3708","38.1275","2021-07-02","2000"
"설악산","관속식물류","주목","Taxus cuspidata","주목","128.4278","38.0386","2021-05-26","27"
"설악산","관속식물류","주목","Taxus cuspidata","주목","128.4286","38.0414","2021-05-26","8"
"설악산","관속식물류","한계령풀","Gymnospermium microrrhynchum","한계령풀","128.4283","38.0414","2021-05-26","30"
"설악산","관속식물류","홍월귤","Arctous alpinus var.japonicus","홍월귤","128.4572","38.1231","2021-07-13","20"
"설악산","관속식물류","흰인가목","Rosa koreana","흰인가목","128.4564","38.1256","2021-07-13","8"
"설악산","관속식물류","흰인가목","Rosa koreana","흰인가목","128.3981","38.1206","2021-07-02","4"
"설악산","관속식물류","흰인가목","Rosa koreana","흰인가목","128.3981","38.1206","2021-07-02","1"
"설악산","관속식물류","흰인가목","Rosa koreana","흰인가목","128.4006","38.1169","2021-07-14","10"
"설악산","관속식물류","흰인가목","Rosa koreana","흰인가목","128.4561","38.1258","2021-07-13","30"
"설악산","관속식물류","흰인가목","Rosa koreana","흰인가목","128.4553","38.1258","2021-07-13","6"
"설악산","관속식물류","흰인가목","Rosa koreana","흰인가목","128.4669","38.1186","2021-07-12","15"
"설악산","관속식물류","흰인가목","Rosa koreana","흰인가목","128.4672","38.1186","2021-07-12","5"
"설악산","관속식물류","흰인가목","Rosa koreana","흰인가목","128.3981","38.1211","2021-07-02","10"
"설악산","관속식물류","흰인가목","Rosa koreana","흰인가목","128.4564","38.1256","2021-07-13","50"
"설악산","어류","Coreoleuciscus splendidus","splendidus","쉬리","128.3755556","38.15694444","2021-10-01","5"
"설악산","어류","Coreoleuciscus splendidus","splendidus","쉬리","128.3577778","38.19222222","2021-10-01","5"
"설악산","어류","Coreoleuciscus splendidus","splendidus","쉬리","128.3180556","38.11916666","2021-10-02","5"
"설악산","어류","Coreoleuciscus splendidus","splendidus","쉬리","128.3733333","38.15722222","2021-05-01","1"
"설악산","어류","Coreoleuciscus splendidus","splendidus","쉬리","128.3177778","38.11944444","2021-07-02","9"
"설악산","어류","Coreoleuciscus splendidus","splendidus","쉬리","128.3402778","38.11861111","2021-07-02","5"
"설악산","어류","Coreoleuciscus splendidus","splendidus","쉬리","128.3747222","38.15694444","2021-07-02","9"
"설악산","어류","Coreoleuciscus splendidus","splendidus","쉬리","128.3408333","38.11861111","2021-10-02","5"
"설악산","어류","Coreoperca herzi","herzi","꺽지","128.4744444","38.07333333","2021-10-02","3"
"설악산","어류","Liobagrus andersoni","andersoni","퉁가리","128.3577778","38.19222222","2021-10-01","2"
"설악산","어류","Liobagrus mediadiposalis","mediadiposalis","자가사리","128.4747222","38.07333333","2021-07-02","6"
"설악산","어류","Microphysogobio longidorsalis","longidorsalis","배가사리","128.3580556","38.19222222","2021-05-01","1"
"설악산","어류","Oncorhynchus masou masou","masou","산천어/송어","128.4891667","38.17194444","2021-10-02","5"
"설악산","어류","Oncorhynchus masou masou","masou","산천어/송어","128.4894444","38.17194444","2021-07-03","9"
"설악산","어류","Oncorhynchus masou masou","masou","산천어/송어","128.4744444","38.07333333","2021-07-02","5"
"설악산","어류","Rhynchocypris kumgangensis","kumgangensis","금강모치","128.3408333","38.11861111","2021-10-02","25"
"설악산","어류","Rhynchocypris kumgangensis","kumgangensis","금강모치","128.3177778","38.11944444","2021-07-02","5"
"설악산","어류","Rhynchocypris kumgangensis","kumgangensis","금강모치","128.3408333","38.11861111","2021-10-02","9"
"설악산","어류","Rhynchocypris kumgangensis","kumgangensis","금강모치","128.4744444","38.07333333","2021-10-02","27"
"설악산","어류","Rhynchocypris kumgangensis","kumgangensis","금강모치","128.4666667","38.16277777","2021-10-02","0"
"설악산","어류","Rhynchocypris kumgangensis","kumgangensis","금강모치","128.490364","38.171611","2021-04-30","12"
"설악산","어류","Rhynchocypris kumgangensis","kumgangensis","금강모치","128.3408333","38.11861111","2021-05-01","2"
"설악산","어류","Rhynchocypris kumgangensis","kumgangensis","금강모치","128.4744444","38.07333333","2021-10-02","8"
"설악산","어류","Rhynchocypris kumgangensis","kumgangensis","금강모치","128.49","38.17194444","2021-10-02","15"
"설악산","어류","Rhynchocypris kumgangensis","kumgangensis","금강모치","128.3402778","38.11861111","2021-07-02","9"
"설악산","어류","Rhynchocypris kumgangensis","kumgangensis","금강모치","128.4675","38.16222222","2021-07-03","0"
"설악산","어류","Rhynchocypris kumgangensis","kumgangensis","금강모치","128.4744444","38.07333333","2021-07-02","25"
"설악산","어류","Rhynchocypris kumgangensis","kumgangensis","금강모치","128.4894444","38.17194444","2021-07-03","37"
"설악산","어류","Rhynchocypris kumgangensis","kumgangensis","금강모치","128.4744444","38.07361111","2021-05-02","9"
"설악산","어류","Rhynchocypris percnurus","Rhynchocypris percnurus","동버들개","128.4313889","38.08277777","2021-07-02","0"
"설악산","어류","Rhynchocypris steindachneri","steindachneri","버들개","128.4316667","38.08305555","2021-10-03","0"
"설악산","어류","Silurus microdorsalis","microdorsalis","미유기","128.3402778","38.11888888","2021-07-02","5"
"설악산","어류","Silurus microdorsalis","microdorsalis","미유기","128.3733333","38.15722222","2021-07-02","3"
"설악산","어류","Silurus microdorsalis","microdorsalis","미유기","128.3408333","38.11833333","2021-05-01","2"
"설악산","어류","Silurus microdorsalis","microdorsalis","미유기","128.3408333","38.11861111","2021-10-02","2"
"설악산","어류","Zacco koreanus","koreanus","참갈겨니","128.3733333","38.15722222","2021-05-01","5"
"설악산","어류","Zacco koreanus","koreanus","참갈겨니","128.3402778","38.11861111","2021-07-02","27"
"설악산","어류","Zacco koreanus","koreanus","참갈겨니","128.3575","38.19194444","2021-07-02","75"
"설악산","어류","Zacco koreanus","koreanus","참갈겨니","128.3177778","38.11944444","2021-07-02","19"
"설악산","어류","Zacco koreanus","koreanus","참갈겨니","128.3744444","38.15694444","2021-07-02","27"
"설악산","어류","Zacco koreanus","koreanus","참갈겨니","128.4744444","38.07333333","2021-10-02","17"
"설악산","어류","Zacco koreanus","koreanus","참갈겨니","128.3577778","38.19222222","2021-10-01","11"
"설악산","어류","Zacco koreanus","koreanus","참갈겨니","128.4744444","38.07333333","2021-07-02","19"
"설악산","어류","Zacco koreanus","koreanus","참갈겨니","128.4744444","38.07333333","2021-05-02","13"
"설악산","어류","Zacco koreanus","koreanus","참갈겨니","128.3180556","38.11916666","2021-10-02","57"
"설악산","어류","Zacco koreanus","koreanus","참갈겨니","128.3408333","38.11861111","2021-10-02","9"
"설악산","어류","Zacco koreanus","koreanus","참갈겨니","128.3577778","38.19222222","2021-10-01","21"
"설악산","어류","Zacco koreanus","koreanus","참갈겨니","128.375","38.15694444","2021-10-01","15"
"설악산","어류","Zacco koreanus","koreanus","참갈겨니","128.375","38.15694444","2021-10-01","35"
"설악산","포유류","Hydropotes inermis","Hydropotes inermis","고라니","128.39138888","38.08888888","2021-05-25","1"
"설악산","포유류","Meles leucurus","Meles leucurus","오소리","128.33861111","38.115","2021-05-26","1"
"설악산","포유류","Meles leucurus","Meles leucurus","오소리","128.37027777","38.07833333","2021-05-25","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.31638888","38.09111111","2021-05-26","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.31555555","38.09027777","2021-05-26","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.3175","38.08861111","2021-05-26","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.31555555","38.08972222","2021-05-26","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.31833333","38.08972222","2021-05-26","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.28527777","38.07777777","2021-05-26","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.28583333","38.07777777","2021-05-26","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.28638888","38.07805555","2021-05-26","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.36833333","38.07833333","2021-05-26","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.36583333","38.07944444","2021-05-26","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.3225","38.11833333","2021-05-26","2"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.31638888","38.08916666","2021-05-26","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.31916666","38.08777777","2021-05-26","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.31611111","38.09111111","2021-05-26","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.31555555","38.09027777","2021-05-26","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.3225","38.11833333","2021-05-26","0"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.30666666","38.0775","2021-05-27","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.30527777","38.07722222","2021-05-27","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.31055555","38.08111111","2021-05-27","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.31083333","38.08111111","2021-05-27","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.31083333","38.08138888","2021-05-27","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.31166666","38.08138888","2021-05-27","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.31166666","38.08138888","2021-05-27","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.31833333","38.08833333","2021-05-26","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.255","38.08472222","2021-05-25","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.37111111","38.08083333","2021-05-25","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.39472222","38.08805555","2021-05-25","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.39472222","38.08805555","2021-05-25","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.37111111","38.08055555","2021-05-25","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.32138888","38.11888888","2021-05-25","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.2609172","38.0958841","2021-05-24","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.2609172","38.0958841","2021-05-24","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.2609172","38.0958841","2021-05-24","2"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.34027777","38.07694444","2021-05-26","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.32222222","38.11833333","2021-05-26","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.25416666","38.08472222","2021-05-25","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.37222222","38.08361111","2021-05-26","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.37166666","38.08305555","2021-05-26","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.37166666","38.08194444","2021-05-26","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.31138888","38.08111111","2021-05-27","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.30583333","38.07722222","2021-05-27","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.31111111","38.08138888","2021-05-27","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.37194444","38.0825","2021-05-26","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.37166666","38.0825","2021-05-26","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.37194444","38.08166666","2021-05-26","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.37138888","38.08166666","2021-05-26","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.39472222","38.08805555","2021-05-25","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.39472222","38.08805555","2021-05-25","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.37083333","38.0825","2021-05-25","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.37166666","38.0825","2021-05-26","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.36944444","38.07888888","2021-05-26","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.37166666","38.08138888","2021-05-26","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.37111111","38.07944444","2021-05-25","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.28333333","38.07611111","2021-05-26","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.31638888","38.08916666","2021-05-26","1"
"설악산","포유류","Sus scrofa","Sus scrofa","멧돼지","128.28583333","38.07777777","2021-05-26","1"
