"국립공원","생물분류","종명","학명","분류명","경도","위도","조사일자","개체수"
"가야산","곤충류","가는무늬하루살이","Ephemera separigata","가는무늬하루살이","128.1415","35.8047","2021-07-01","12"
"가야산","곤충류","가는무늬하루살이","Ephemera separigata","가는무늬하루살이","128.0969","35.8023","2021-07-01","17"
"가야산","곤충류","가는무늬하루살이","Ephemera separigata","가는무늬하루살이","128.0969","35.8023","2021-10-05","22"
"가야산","곤충류","가는무늬하루살이","Ephemera separigata","가는무늬하루살이","128.0969","35.8023","2021-04-06","2"
"가야산","곤충류","가는무늬하루살이","Ephemera separigata","가는무늬하루살이","128.1415","35.8047","2021-10-05","11"
"가야산","곤충류","가는무늬하루살이","Ephemera separigata","가는무늬하루살이","128.0975","35.792","2021-10-05","2"
"가야산","곤충류","가는무늬하루살이","Ephemera separigata","가는무늬하루살이","128.1415","35.8047","2021-04-06","7"
"가야산","곤충류","가시우묵날도래","Neophylax ussuriensis","가시우묵날도래","128.1017","35.7885","2021-04-06","14"
"가야산","곤충류","가시우묵날도래","Neophylax ussuriensis","가시우묵날도래","128.124","35.7776","2021-04-06","9"
"가야산","곤충류","가시우묵날도래","Neophylax ussuriensis","가시우묵날도래","128.0975","35.792","2021-04-07","28"
"가야산","곤충류","갈고리하루살이","Procloeon pennulatum","갈고리하루살이","128.0975","35.792","2021-07-01","1"
"가야산","곤충류","감초하루살이","Baetis silvaticus","감초하루살이","128.124","35.7776","2021-04-06","1"
"가야산","곤충류","감초하루살이","Baetis silvaticus","감초하루살이","128.1415","35.8047","2021-10-05","2"
"가야산","곤충류","감초하루살이","Baetis silvaticus","감초하루살이","128.1415","35.8047","2021-07-01","3"
"가야산","곤충류","개똥하루살이","Baetis fuscatus","개똥하루살이","128.1017","35.7885","2021-07-01","5"
"가야산","곤충류","개똥하루살이","Baetis fuscatus","개똥하루살이","128.0975","35.792","2021-07-01","1"
"가야산","곤충류","개똥하루살이","Baetis fuscatus","개똥하루살이","128.124","35.7776","2021-07-02","2"
"가야산","곤충류","개똥하루살이","Baetis fuscatus","개똥하루살이","128.1415","35.8047","2021-10-05","3"
"가야산","곤충류","개똥하루살이","Baetis fuscatus","개똥하루살이","128.0694","35.7925","2021-10-05","43"
"가야산","곤충류","개똥하루살이","Baetis fuscatus","개똥하루살이","128.1017","35.7885","2021-10-05","4"
"가야산","곤충류","개똥하루살이","Baetis fuscatus","개똥하루살이","128.124","35.7776","2021-10-06","2"
"가야산","곤충류","검은머리물날도래","Rhyacophila nigrocephala","검은머리물날도래","128.1017","35.7885","2021-07-01","3"
"가야산","곤충류","검은머리물날도래","Rhyacophila nigrocephala","검은머리물날도래","128.124","35.7776","2021-10-06","6"
"가야산","곤충류","검은머리물날도래","Rhyacophila nigrocephala","검은머리물날도래","128.1017","35.7885","2021-10-05","1"
"가야산","곤충류","검은머리물날도래","Rhyacophila nigrocephala","검은머리물날도래","128.124","35.7776","2021-07-02","6"
"가야산","곤충류","검은머리물날도래","Rhyacophila nigrocephala","검은머리물날도래","128.0969","35.8023","2021-07-01","2"
"가야산","곤충류","곤봉물날도래","Rhyacophila yamanakensis","곤봉물날도래","128.0975","35.792","2021-04-07","1"
"가야산","곤충류","곤봉물날도래","Rhyacophila yamanakensis","곤봉물날도래","128.1017","35.7885","2021-07-01","2"
"가야산","곤충류","그물강도래","Megarcys ochracea","그물강도래","128.1415","35.8047","2021-10-05","1"
"가야산","곤충류","깜장하루살이","Nigrobaetis bacillus","깜장하루살이","128.124","35.7776","2021-10-06","1"
"가야산","곤충류","깜장하루살이","Nigrobaetis bacillus","깜장하루살이","128.1415","35.8047","2021-07-01","7"
"가야산","곤충류","깜장하루살이","Nigrobaetis bacillus","깜장하루살이","128.1415","35.8047","2021-04-06","1"
"가야산","곤충류","깜장하루살이","Nigrobaetis bacillus","깜장하루살이","128.0969","35.8023","2021-04-06","1"
"가야산","곤충류","깜장하루살이","Nigrobaetis bacillus","깜장하루살이","128.1017","35.7885","2021-07-01","5"
"가야산","곤충류","깜장하루살이","Nigrobaetis bacillus","깜장하루살이","128.1017","35.7885","2021-10-05","1"
"가야산","곤충류","깜장하루살이","Nigrobaetis bacillus","깜장하루살이","128.124","35.7776","2021-07-02","1"
"가야산","곤충류","꼬마줄날도래","Cheumatopsyche brevilineata","꼬마줄날도래","128.1017","35.7885","2021-10-05","1"
"가야산","곤충류","날개날도래","Molanna moesta","날개날도래","128.124","35.7776","2021-07-02","4"
"가야산","곤충류","날개날도래","Molanna moesta","날개날도래","128.124","35.7776","2021-10-06","4"
"가야산","곤충류","날개날도래","Molanna moesta","날개날도래","128.0975","35.792","2021-10-05","1"
"가야산","곤충류","넓은머리물날도래","Rhyacophila brevicephala","넓은머리물날도래","128.1415","35.8047","2021-07-01","1"
"가야산","곤충류","네모집날도래","Lepidostoma albardanum","네모집날도래","128.1415","35.8047","2021-04-06","1"
"가야산","곤충류","노랑무늬물방개","Oreodytes natrix","노랑무늬물방개","128.0975","35.792","2021-07-01","1"
"가야산","곤충류","녹색강도래","Sweltsa nikkoensis","녹색강도래","128.0969","35.8023","2021-10-05","9"
"가야산","곤충류","녹색강도래","Sweltsa nikkoensis","녹색강도래","128.0969","35.8023","2021-04-06","20"
"가야산","곤충류","녹색강도래","Sweltsa nikkoensis","녹색강도래","128.1415","35.8047","2021-04-06","24"
"가야산","곤충류","녹색강도래","Sweltsa nikkoensis","녹색강도래","128.0969","35.8023","2021-07-01","4"
"가야산","곤충류","녹색강도래","Sweltsa nikkoensis","녹색강도래","128.1415","35.8047","2021-07-01","5"
"가야산","곤충류","녹색강도래","Sweltsa nikkoensis","녹색강도래","128.1415","35.8047","2021-10-05","6"
"가야산","곤충류","녹색강도래","Sweltsa nikkoensis","녹색강도래","128.0975","35.792","2021-04-07","1"
"가야산","곤충류","녹색강도래","Sweltsa nikkoensis","녹색강도래","128.124","35.7776","2021-04-06","21"
"가야산","곤충류","동양줄날도래","Hydropsyche orientalis","동양줄날도래","128.0975","35.792","2021-07-01","1"
"가야산","곤충류","동양줄날도래","Hydropsyche orientalis","동양줄날도래","128.124","35.7776","2021-10-06","14"
"가야산","곤충류","동양줄날도래","Hydropsyche orientalis","동양줄날도래","128.1017","35.7885","2021-10-05","34"
"가야산","곤충류","동양줄날도래","Hydropsyche orientalis","동양줄날도래","128.0975","35.792","2021-10-05","22"
"가야산","곤충류","동양줄날도래","Hydropsyche orientalis","동양줄날도래","128.124","35.7776","2021-07-02","14"
"가야산","곤충류","동양줄날도래","Hydropsyche orientalis","동양줄날도래","128.1017","35.7885","2021-07-01","32"
"가야산","곤충류","동양하루살이","Ephemera orientalis","동양하루살이","128.0969","35.8023","2021-10-05","2"
"가야산","곤충류","동양하루살이","Ephemera orientalis","동양하루살이","128.0975","35.792","2021-10-05","1"
"가야산","곤충류","두갈래하루살이","Paraleptophlebia japonica","두갈래하루살이","128.0969","35.8023","2021-04-06","26"
"가야산","곤충류","두갈래하루살이","Paraleptophlebia japonica","두갈래하루살이","128.1017","35.7885","2021-04-06","8"
"가야산","곤충류","두갈래하루살이","Paraleptophlebia japonica","두갈래하루살이","128.1415","35.8047","2021-04-06","14"
"가야산","곤충류","두갈래하루살이","Paraleptophlebia japonica","두갈래하루살이","128.0969","35.8023","2021-10-05","3"
"가야산","곤충류","두갈래하루살이","Paraleptophlebia japonica","두갈래하루살이","128.0975","35.792","2021-04-07","20"
"가야산","곤충류","두갈래하루살이","Paraleptophlebia japonica","두갈래하루살이","128.124","35.7776","2021-04-06","8"
"가야산","곤충류","두점하루살이","Ecdyonurus kibunensis","두점하루살이","128.124","35.7776","2021-04-06","3"
"가야산","곤충류","두점하루살이","Ecdyonurus kibunensis","두점하루살이","128.0975","35.792","2021-10-05","2"
"가야산","곤충류","두점하루살이","Ecdyonurus kibunensis","두점하루살이","128.1017","35.7885","2021-10-05","20"
"가야산","곤충류","두점하루살이","Ecdyonurus kibunensis","두점하루살이","128.1415","35.8047","2021-10-05","2"
"가야산","곤충류","두점하루살이","Ecdyonurus kibunensis","두점하루살이","128.124","35.7776","2021-10-06","11"
"가야산","곤충류","두점하루살이","Ecdyonurus kibunensis","두점하루살이","128.0975","35.792","2021-04-07","6"
"가야산","곤충류","두점하루살이","Ecdyonurus kibunensis","두점하루살이","128.1415","35.8047","2021-04-06","18"
"가야산","곤충류","두점하루살이","Ecdyonurus kibunensis","두점하루살이","128.1017","35.7885","2021-04-06","3"
"가야산","곤충류","두점하루살이","Ecdyonurus kibunensis","두점하루살이","128.124","35.7776","2021-07-02","11"
"가야산","곤충류","두점하루살이","Ecdyonurus kibunensis","두점하루살이","128.1017","35.7885","2021-07-01","4"
"가야산","곤충류","두점하루살이","Ecdyonurus kibunensis","두점하루살이","128.0969","35.8023","2021-07-01","4"
"가야산","곤충류","두점하루살이","Ecdyonurus kibunensis","두점하루살이","128.0969","35.8023","2021-04-06","7"
"가야산","곤충류","두점하루살이","Ecdyonurus kibunensis","두점하루살이","128.1415","35.8047","2021-07-01","10"
"가야산","곤충류","두점하루살이","Ecdyonurus kibunensis","두점하루살이","128.0975","35.792","2021-07-01","1"
"가야산","곤충류","둥근날개날도래","Phryganopsyche latipennis","둥근날개날도래","128.0694","35.7925","2021-07-01","1"
"가야산","곤충류","둥근날개날도래","Phryganopsyche latipennis","둥근날개날도래","128.124","35.7776","2021-04-06","1"
"가야산","곤충류","등줄하루살이","Teloganopsis punctisetae","등줄하루살이","128.124","35.7776","2021-10-06","9"
"가야산","곤충류","등줄하루살이","Teloganopsis punctisetae","등줄하루살이","128.1017","35.7885","2021-10-05","1"
"가야산","곤충류","등줄하루살이","Teloganopsis punctisetae","등줄하루살이","128.1017","35.7885","2021-07-01","1"
"가야산","곤충류","등줄하루살이","Teloganopsis punctisetae","등줄하루살이","128.124","35.7776","2021-07-02","9"
"가야산","곤충류","띠무늬우묵날도래","Hydatophylax nigrovittatus","띠무늬우묵날도래","128.124","35.7776","2021-07-02","1"
"가야산","곤충류","띠무늬우묵날도래","Hydatophylax nigrovittatus","띠무늬우묵날도래","128.1415","35.8047","2021-04-06","5"
"가야산","곤충류","띠무늬우묵날도래","Hydatophylax nigrovittatus","띠무늬우묵날도래","128.124","35.7776","2021-04-06","9"
"가야산","곤충류","띠무늬우묵날도래","Hydatophylax nigrovittatus","띠무늬우묵날도래","128.0969","35.8023","2021-04-06","8"
"가야산","곤충류","띠무늬우묵날도래","Hydatophylax nigrovittatus","띠무늬우묵날도래","128.1415","35.8047","2021-07-01","2"
"가야산","곤충류","띠무늬우묵날도래","Hydatophylax nigrovittatus","띠무늬우묵날도래","128.124","35.7776","2021-10-06","1"
"가야산","곤충류","띠무늬우묵날도래","Hydatophylax nigrovittatus","띠무늬우묵날도래","128.0969","35.8023","2021-07-01","5"
"가야산","곤충류","띠무늬우묵날도래","Hydatophylax nigrovittatus","띠무늬우묵날도래","128.1017","35.7885","2021-07-01","1"
"가야산","곤충류","띠무늬우묵날도래","Hydatophylax nigrovittatus","띠무늬우묵날도래","128.1017","35.7885","2021-04-06","5"
"가야산","곤충류","띠무늬우묵날도래","Hydatophylax nigrovittatus","띠무늬우묵날도래","128.0975","35.792","2021-04-07","15"
"가야산","곤충류","띠무늬우묵날도래","Hydatophylax nigrovittatus","띠무늬우묵날도래","128.1415","35.8047","2021-10-05","4"
"가야산","곤충류","띠무늬우묵날도래","Hydatophylax nigrovittatus","띠무늬우묵날도래","128.0975","35.792","2021-07-01","13"
"가야산","곤충류","멧피라미하루살이","Ameletus montanus","멧피라미하루살이","128.124","35.7776","2021-04-06","1"
"가야산","곤충류","멧피라미하루살이","Ameletus montanus","멧피라미하루살이","128.0969","35.8023","2021-04-06","8"
"가야산","곤충류","멧피라미하루살이","Ameletus montanus","멧피라미하루살이","128.0969","35.8023","2021-10-05","1"
"가야산","곤충류","멧피라미하루살이","Ameletus montanus","멧피라미하루살이","128.0975","35.792","2021-04-07","1"
"가야산","곤충류","무늬강도래","Kiotina decorata","무늬강도래","128.1415","35.8047","2021-07-01","1"
"가야산","곤충류","무늬강도래","Kiotina decorata","무늬강도래","128.0969","35.8023","2021-07-01","1"
"가야산","곤충류","무늬하루살이","Ephemera strigata","무늬하루살이","128.0975","35.792","2021-04-07","39"
"가야산","곤충류","무늬하루살이","Ephemera strigata","무늬하루살이","128.0975","35.792","2021-10-05","55"
"가야산","곤충류","무늬하루살이","Ephemera strigata","무늬하루살이","128.0694","35.7925","2021-10-05","1"
"가야산","곤충류","무늬하루살이","Ephemera strigata","무늬하루살이","128.1415","35.8047","2021-04-06","1"
"가야산","곤충류","무늬하루살이","Ephemera strigata","무늬하루살이","128.124","35.7776","2021-07-02","1"
"가야산","곤충류","무늬하루살이","Ephemera strigata","무늬하루살이","128.0975","35.792","2021-07-01","1"
"가야산","곤충류","무늬하루살이","Ephemera strigata","무늬하루살이","128.124","35.7776","2021-10-06","1"
"가야산","곤충류","무늬하루살이","Ephemera strigata","무늬하루살이","128.1415","35.8047","2021-10-05","4"
"가야산","곤충류","무늬하루살이","Ephemera strigata","무늬하루살이","128.1017","35.7885","2021-10-05","44"
"가야산","곤충류","무늬하루살이","Ephemera strigata","무늬하루살이","128.0969","35.8023","2021-10-05","29"
"가야산","곤충류","무늬하루살이","Ephemera strigata","무늬하루살이","128.1017","35.7885","2021-04-06","12"
"가야산","곤충류","무늬하루살이","Ephemera strigata","무늬하루살이","128.0969","35.8023","2021-04-06","1"
"가야산","곤충류","민무늬물날도래","Rhyacophila shikotsuensis","민무늬물날도래","128.1415","35.8047","2021-10-05","2"
"가야산","곤충류","민무늬물날도래","Rhyacophila shikotsuensis","민무늬물날도래","128.0975","35.792","2021-10-05","1"
"가야산","곤충류","민무늬물날도래","Rhyacophila shikotsuensis","민무늬물날도래","128.0969","35.8023","2021-10-05","3"
"가야산","곤충류","민무늬물날도래","Rhyacophila shikotsuensis","민무늬물날도래","128.1415","35.8047","2021-04-06","1"
"가야산","곤충류","민하루살이","Cincticostella levanidovae","민하루살이","128.1017","35.7885","2021-10-05","22"
"가야산","곤충류","민하루살이","Cincticostella levanidovae","민하루살이","128.0969","35.8023","2021-10-05","8"
"가야산","곤충류","민하루살이","Cincticostella levanidovae","민하루살이","128.1017","35.7885","2021-04-06","9"
"가야산","곤충류","민하루살이","Cincticostella levanidovae","민하루살이","128.0969","35.8023","2021-04-06","13"
"가야산","곤충류","민하루살이","Cincticostella levanidovae","민하루살이","128.0975","35.792","2021-04-07","12"
"가야산","곤충류","민하루살이","Cincticostella levanidovae","민하루살이","128.124","35.7776","2021-04-06","38"
"가야산","곤충류","민하루살이","Cincticostella levanidovae","민하루살이","128.0975","35.792","2021-10-05","13"
"가야산","곤충류","방울하루살이","Baetis ursinus","방울하루살이","128.124","35.7776","2021-07-02","3"
"가야산","곤충류","방울하루살이","Baetis ursinus","방울하루살이","128.0975","35.792","2021-04-07","1"
"가야산","곤충류","방울하루살이","Baetis ursinus","방울하루살이","128.0694","35.7925","2021-10-05","1"
"가야산","곤충류","방울하루살이","Baetis ursinus","방울하루살이","128.124","35.7776","2021-10-06","3"
"가야산","곤충류","뱀잠자리붙이","Parachauliodes asahinai","뱀잠자리붙이","128.124","35.7776","2021-07-02","1"
"가야산","곤충류","뱀잠자리붙이","Parachauliodes asahinai","뱀잠자리붙이","128.124","35.7776","2021-10-06","1"
"가야산","곤충류","범꼬리하루살이","Serratella setigera","범꼬리하루살이","128.124","35.7776","2021-04-06","1"
"가야산","곤충류","범꼬리하루살이","Serratella setigera","범꼬리하루살이","128.0975","35.792","2021-04-07","2"
"가야산","곤충류","봄처녀하루살이","Cinygmula grandifolia","봄처녀하루살이","128.124","35.7776","2021-04-06","7"
"가야산","곤충류","봄처녀하루살이","Cinygmula grandifolia","봄처녀하루살이","128.1017","35.7885","2021-04-06","1"
"가야산","곤충류","봄처녀하루살이","Cinygmula grandifolia","봄처녀하루살이","128.0969","35.8023","2021-04-06","2"
"가야산","곤충류","부채하루살이","Epeorus pellucidus","부채하루살이","128.0969","35.8023","2021-10-05","1"
"가야산","곤충류","부채하루살이","Epeorus pellucidus","부채하루살이","128.1017","35.7885","2021-10-05","8"
"가야산","곤충류","부채하루살이","Epeorus pellucidus","부채하루살이","128.124","35.7776","2021-10-06","6"
"가야산","곤충류","부채하루살이","Epeorus pellucidus","부채하루살이","128.0975","35.792","2021-04-07","1"
"가야산","곤충류","부채하루살이","Epeorus pellucidus","부채하루살이","128.124","35.7776","2021-07-02","6"
"가야산","곤충류","부채하루살이","Epeorus pellucidus","부채하루살이","128.0975","35.792","2021-10-05","2"
"가야산","곤충류","부채하루살이","Epeorus pellucidus","부채하루살이","128.1017","35.7885","2021-07-01","4"
"가야산","곤충류","부채하루살이","Epeorus pellucidus","부채하루살이","128.124","35.7776","2021-04-06","1"
"가야산","곤충류","부채하루살이","Epeorus pellucidus","부채하루살이","128.0969","35.8023","2021-07-01","2"
"가야산","곤충류","부채하루살이","Epeorus pellucidus","부채하루살이","128.0975","35.792","2021-07-01","2"
"가야산","곤충류","부채하루살이","Epeorus pellucidus","부채하루살이","128.0694","35.7925","2021-07-01","1"
"가야산","곤충류","뿔하루살이","Drunella aculea","뿔하루살이","128.124","35.7776","2021-04-06","3"
"가야산","곤충류","뿔하루살이","Drunella aculea","뿔하루살이","128.1017","35.7885","2021-04-06","1"
"가야산","곤충류","뿔하루살이","Drunella aculea","뿔하루살이","128.0975","35.792","2021-10-05","6"
"가야산","곤충류","뿔하루살이","Drunella aculea","뿔하루살이","128.0969","35.8023","2021-04-06","2"
"가야산","곤충류","뿔하루살이","Drunella aculea","뿔하루살이","128.1017","35.7885","2021-10-05","12"
"가야산","곤충류","세갈래하루살이","Choroterpes (Euthraulus) altioculus","세갈래하루살이","128.0969","35.8023","2021-07-01","2"
"가야산","곤충류","쇠측범잠자리","Davidius lunatus","쇠측범잠자리","128.0975","35.792","2021-10-05","8"
"가야산","곤충류","쇠측범잠자리","Davidius lunatus","쇠측범잠자리","128.1415","35.8047","2021-10-05","5"
"가야산","곤충류","쇠측범잠자리","Davidius lunatus","쇠측범잠자리","128.124","35.7776","2021-10-06","3"
"가야산","곤충류","쇠측범잠자리","Davidius lunatus","쇠측범잠자리","128.1415","35.8047","2021-07-01","3"
"가야산","곤충류","쇠측범잠자리","Davidius lunatus","쇠측범잠자리","128.124","35.7776","2021-07-02","3"
"가야산","곤충류","쇠측범잠자리","Davidius lunatus","쇠측범잠자리","128.0975","35.792","2021-07-01","4"
"가야산","곤충류","쇠측범잠자리","Davidius lunatus","쇠측범잠자리","128.0969","35.8023","2021-07-01","3"
"가야산","곤충류","쇠측범잠자리","Davidius lunatus","쇠측범잠자리","128.1017","35.7885","2021-07-01","1"
"가야산","곤충류","쇠측범잠자리","Davidius lunatus","쇠측범잠자리","128.124","35.7776","2021-04-06","2"
"가야산","곤충류","쇠측범잠자리","Davidius lunatus","쇠측범잠자리","128.0969","35.8023","2021-04-06","2"
"가야산","곤충류","쇠측범잠자리","Davidius lunatus","쇠측범잠자리","128.1017","35.7885","2021-04-06","1"
"가야산","곤충류","쇠측범잠자리","Davidius lunatus","쇠측범잠자리","128.0975","35.792","2021-04-07","6"
"가야산","곤충류","쇠측범잠자리","Davidius lunatus","쇠측범잠자리","128.0969","35.8023","2021-10-05","11"
"가야산","곤충류","수염치레각날도래","Stenopsyche griseipennis","수염치레각날도래","128.0975","35.792","2021-10-05","1"
"가야산","곤충류","수염치레각날도래","Stenopsyche griseipennis","수염치레각날도래","128.1017","35.7885","2021-10-05","3"
"가야산","곤충류","수염치레날도래","Psilotreta locumtenens","수염치레날도래","128.1017","35.7885","2021-07-01","1"
"가야산","곤충류","수염치레날도래","Psilotreta locumtenens","수염치레날도래","128.1415","35.8047","2021-07-01","1"
"가야산","곤충류","수염치레날도래","Psilotreta locumtenens","수염치레날도래","128.0969","35.8023","2021-07-01","10"
"가야산","곤충류","수염치레날도래","Psilotreta locumtenens","수염치레날도래","128.124","35.7776","2021-07-02","1"
"가야산","곤충류","수염치레날도래","Psilotreta locumtenens","수염치레날도래","128.1415","35.8047","2021-04-06","2"
"가야산","곤충류","수염치레날도래","Psilotreta locumtenens","수염치레날도래","128.0975","35.792","2021-07-01","1"
"가야산","곤충류","수염치레날도래","Psilotreta locumtenens","수염치레날도래","128.0975","35.792","2021-10-05","2"
"가야산","곤충류","수염치레날도래","Psilotreta locumtenens","수염치레날도래","128.0969","35.8023","2021-10-05","12"
"가야산","곤충류","수염치레날도래","Psilotreta locumtenens","수염치레날도래","128.1415","35.8047","2021-10-05","1"
"가야산","곤충류","수염치레날도래","Psilotreta locumtenens","수염치레날도래","128.124","35.7776","2021-10-06","1"
"가야산","곤충류","알꽃벼룩","Scirtes japonicus","알꽃벼룩","128.1415","35.8047","2021-10-05","4"
"가야산","곤충류","알통하루살이","Drunella ishiyamana","알통하루살이","128.0969","35.8023","2021-07-01","1"
"가야산","곤충류","애넓적물땡땡이","Enochrus (Holcophilydrus) simulans","애넓적물땡땡이","128.0694","35.7925","2021-04-06","1"
"가야산","곤충류","애아이노각다귀","Tipula (Yamatotipula) latemarginata latemarginata","애아이노각다귀","128.0975","35.792","2021-07-01","24"
"가야산","곤충류","애아이노각다귀","Tipula (Yamatotipula) latemarginata latemarginata","애아이노각다귀","128.0975","35.792","2021-04-07","1"
"가야산","곤충류","애아이노각다귀","Tipula (Yamatotipula) latemarginata latemarginata","애아이노각다귀","128.124","35.7776","2021-10-06","17"
"가야산","곤충류","애아이노각다귀","Tipula (Yamatotipula) latemarginata latemarginata","애아이노각다귀","128.0694","35.7925","2021-07-01","8"
"가야산","곤충류","애아이노각다귀","Tipula (Yamatotipula) latemarginata latemarginata","애아이노각다귀","128.124","35.7776","2021-07-02","17"
"가야산","곤충류","애아이노각다귀","Tipula (Yamatotipula) latemarginata latemarginata","애아이노각다귀","128.1017","35.7885","2021-04-06","4"
"가야산","곤충류","애호랑하루살이","Baetiella tuberculata","애호랑하루살이","128.0975","35.792","2021-10-05","1"
"가야산","곤충류","애호랑하루살이","Baetiella tuberculata","애호랑하루살이","128.124","35.7776","2021-07-02","3"
"가야산","곤충류","애호랑하루살이","Baetiella tuberculata","애호랑하루살이","128.1017","35.7885","2021-07-01","9"
"가야산","곤충류","애호랑하루살이","Baetiella tuberculata","애호랑하루살이","128.124","35.7776","2021-10-06","3"
"가야산","곤충류","애호랑하루살이","Baetiella tuberculata","애호랑하루살이","128.1017","35.7885","2021-10-05","1"
"가야산","곤충류","연날개수염치레각날도래","Stenopsyche bergeri","연날개수염치레각날도래","128.0975","35.792","2021-07-01","12"
"가야산","곤충류","연날개수염치레각날도래","Stenopsyche bergeri","연날개수염치레각날도래","128.124","35.7776","2021-07-02","3"
"가야산","곤충류","연날개수염치레각날도래","Stenopsyche bergeri","연날개수염치레각날도래","128.1017","35.7885","2021-07-01","12"
"가야산","곤충류","연날개수염치레각날도래","Stenopsyche bergeri","연날개수염치레각날도래","128.124","35.7776","2021-10-06","3"
"가야산","곤충류","용수물날도래","Rhyacophila retracta","용수물날도래","128.1017","35.7885","2021-10-05","1"
"가야산","곤충류","용수물날도래","Rhyacophila retracta","용수물날도래","128.124","35.7776","2021-10-06","3"
"가야산","곤충류","용수물날도래","Rhyacophila retracta","용수물날도래","128.124","35.7776","2021-07-02","3"
"가야산","곤충류","작은갈고리하루살이","Procloeon maritimum","작은갈고리하루살이","128.124","35.7776","2021-10-06","1"
"가야산","곤충류","작은갈고리하루살이","Procloeon maritimum","작은갈고리하루살이","128.1017","35.7885","2021-10-05","1"
"가야산","곤충류","작은갈고리하루살이","Procloeon maritimum","작은갈고리하루살이","128.0975","35.792","2021-10-05","2"
"가야산","곤충류","작은갈고리하루살이","Procloeon maritimum","작은갈고리하루살이","128.124","35.7776","2021-07-02","1"
"가야산","곤충류","작은갈고리하루살이","Procloeon maritimum","작은갈고리하루살이","128.0969","35.8023","2021-10-05","2"
"가야산","곤충류","주름물날도래","Rhyacophila articulata","주름물날도래","128.1415","35.8047","2021-10-05","4"
"가야산","곤충류","줄날도래","Hydropsyche kozhantschikovi","줄날도래","128.124","35.7776","2021-10-06","1"
"가야산","곤충류","줄날도래","Hydropsyche kozhantschikovi","줄날도래","128.1017","35.7885","2021-07-01","5"
"가야산","곤충류","줄날도래","Hydropsyche kozhantschikovi","줄날도래","128.124","35.7776","2021-07-02","1"
"가야산","곤충류","진강도래","Oyamia nigribasis","진강도래","128.0969","35.8023","2021-10-05","1"
"가야산","곤충류","진강도래","Oyamia nigribasis","진강도래","128.1017","35.7885","2021-07-01","2"
"가야산","곤충류","진강도래","Oyamia nigribasis","진강도래","128.0969","35.8023","2021-04-06","2"
"가야산","곤충류","진강도래","Oyamia nigribasis","진강도래","128.1415","35.8047","2021-04-06","1"
"가야산","곤충류","진강도래","Oyamia nigribasis","진강도래","128.0969","35.8023","2021-07-01","12"
"가야산","곤충류","참납작하루살이","Ecdyonurus dracon","참납작하루살이","128.1017","35.7885","2021-04-06","1"
"가야산","곤충류","참납작하루살이","Ecdyonurus dracon","참납작하루살이","128.1415","35.8047","2021-04-06","2"
"가야산","곤충류","참납작하루살이","Ecdyonurus dracon","참납작하루살이","128.0969","35.8023","2021-10-05","1"
"가야산","곤충류","참납작하루살이","Ecdyonurus dracon","참납작하루살이","128.1415","35.8047","2021-10-05","1"
"가야산","곤충류","참납작하루살이","Ecdyonurus dracon","참납작하루살이","128.0969","35.8023","2021-04-06","1"
"가야산","곤충류","총채민강도래","Amphinemura coreana","총채민강도래","128.0969","35.8023","2021-07-01","1"
"가야산","곤충류","총채민강도래","Amphinemura coreana","총채민강도래","128.0975","35.792","2021-10-05","2"
"가야산","곤충류","총채민강도래","Amphinemura coreana","총채민강도래","128.0969","35.8023","2021-04-06","1"
"가야산","곤충류","총채민강도래","Amphinemura coreana","총채민강도래","128.1017","35.7885","2021-10-05","5"
"가야산","곤충류","총채민강도래","Amphinemura coreana","총채민강도래","128.1415","35.8047","2021-10-05","3"
"가야산","곤충류","총채민강도래","Amphinemura coreana","총채민강도래","128.1017","35.7885","2021-07-01","2"
"가야산","곤충류","총채민강도래","Amphinemura coreana","총채민강도래","128.124","35.7776","2021-04-06","2"
"가야산","곤충류","총채민강도래","Amphinemura coreana","총채민강도래","128.0969","35.8023","2021-10-05","1"
"가야산","곤충류","칠성하루살이","Ephemerella imanishii","칠성하루살이","128.0969","35.8023","2021-07-01","4"
"가야산","곤충류","콩알하루살이","Acentrella sibirica","콩알하루살이","128.1017","35.7885","2021-10-05","1"
"가야산","곤충류","큰애우묵날도래","Apatania maritima","큰애우묵날도래","128.1017","35.7885","2021-07-01","2"
"가야산","곤충류","클레멘스물날도래","Rhyacophila clemens","클레멘스물날도래","128.0969","35.8023","2021-10-05","1"
"가야산","곤충류","토우민강도래","Nemoura tau","토우민강도래","128.0969","35.8023","2021-10-05","1"
"가야산","곤충류","토우민강도래","Nemoura tau","토우민강도래","128.0975","35.792","2021-07-01","1"
"가야산","곤충류","토우민강도래","Nemoura tau","토우민강도래","128.1415","35.8047","2021-07-01","5"
"가야산","곤충류","피라미하루살이","Ameletus costalis","피라미하루살이","128.0969","35.8023","2021-04-06","9"
"가야산","곤충류","한국강도래","Kamimuria coreana","한국강도래","128.0969","35.8023","2021-07-01","4"
"가야산","곤충류","한국강도래","Kamimuria coreana","한국강도래","128.1415","35.8047","2021-07-01","1"
"가야산","곤충류","한국강도래","Kamimuria coreana","한국강도래","128.0969","35.8023","2021-04-06","1"
"가야산","곤충류","한국강도래","Kamimuria coreana","한국강도래","128.1017","35.7885","2021-07-01","2"
"가야산","곤충류","한국강도래","Kamimuria coreana","한국강도래","128.0969","35.8023","2021-10-05","5"
